symbol,company_name,classification,recommended_action,fp_risk_rationale,english_word_match,prod_observed_fp,validated_against_master
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BALAJITELE,Balaji Telefilms Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BALAMINES,Balaji Amines Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BALAXI,BALAXI PHARMACEUTICALS LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BALKRISHNA,Balkrishna Paper Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BALKRISIND,Balkrishna Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BALMLAWRIE,Balmer Lawrie & Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BALPHARMA,Bal Pharma Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BALRAMCHIN,Balrampur Chini Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BALUFORGE,Balu Forge Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BANARBEADS,Banaras Beads Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BANARISUG,Bannari Amman Sugars Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BANCOINDIA,Banco Products (I) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BANDHANBNK,Bandhan Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BANG,Bang Overseas Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'bang' triggers case-insensitive false matches in news,N,N,Y
BANKA,Banka BioLoo Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BANKBARODA,Bank of Baroda,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BANKINDIA,Bank of India,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BANSALWIRE,Bansal Wire Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BANSWRAS,Banswara Syntex Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BASF,BASF India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BASML,Bannari Amman Spinning Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BATAINDIA,Bata India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BATLIBOI,Batliboi Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BAYERCROP,Bayer Cropscience Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BBL,Bharat Bijlee Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BBOX,Black Box Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BBTC,The Bombay Burmah Trading Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BBTCL,B&B Triplewall Containers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BCG,Brightcom Group Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BCLIND,Bcl Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BCONCEPTS,Brand Concepts Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BCPL,BCPL Railway Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BDL,Bharat Dynamics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BEARDSELL,Beardsell Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BECTORFOOD,Mrs. Bectors Food Specialities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BEDMUTHA,Bedmutha Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BEEKAY,Beekay Steel Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BEL,Bharat Electronics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BELLACASA,Bella Casa Fashion & Retail Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BELRISE,Belrise Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BEML,BEML Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BENGALASM,Bengal & Assam Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BEPL,Bhansali Engineering Polymers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BERGEPAINT,Berger Paints (I) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BESTAGRO,Best Agrolife Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BETA,Beta Drugs Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'beta' triggers case-insensitive false matches in news,N,N,Y
BFINVEST,BF Investment Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BFUTILITIE,BF Utilities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BGLOBAL,Bharatiya Global Infomedia Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BGRENERGY,BGR Energy Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHAGERIA,Bhageria Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHAGYANGR,Bhagyanagar India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHANDARI,Bhandari Hosiery Exports Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHARATCOAL,Bharat Coking Coal Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHARATFORG,Bharat Forge Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHARATGEAR,Bharat Gears Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHARATRAS,Bharat Rasayan Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHARATSE,Bharat Seats Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHARATWIRE,Bharat Wire Ropes Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHARTIARTL,Bharti Airtel Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHARTIHEXA,Bharti Hexacom Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BHEL,Bharat Heavy Electricals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BI,Bilcare Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'bi' triggers case-insensitive false matches in news,N,N,Y
BIGBLOC,Bigbloc Construction Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIKAJI,Bikaji Foods International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIL,Bhartiya International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BILVYAPAR,BIL VYAPAR LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIMETAL,Bimetal Bearings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIOCON,Biocon Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIRLACABLE,Birla Cable Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIRLACORPN,Birla Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIRLAMONEY,Aditya Birla Money Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIRLANU,BirlaNu Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BIRLAPREC,Birla Precision Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLACKBUCK,BLACKBUCK LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLACKROSE,Black Rose Inds. Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLAL,BEML Land Assets Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLBLIMITED,BLB Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLIL,Balmer Lawrie Investments Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLISSGVS,Bliss GVS Pharma Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLKASHYAP,B. L. Kashyap and Sons Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLS,BLS International Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLSE,BLS E-Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLUECHIP,Blue Chip India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLUECOAST,Blue Coast Hotels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLUEDART,Blue Dart Express Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLUEJET,Blue Jet Healthcare Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLUESTARCO,Blue Star Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BLUSPRING,Bluspring Enterprises Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BMWVENTLTD,BMW Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BNAGROCHEM,BN Agrochem Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BNALTD,B & A Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BODALCHEM,Bodal Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BOHRAIND,Bohra Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BOMDYEING,Bombay Dyeing & Mfg Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BONLON,Bonlon Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BORANA,Borana Weaves Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BOROLTD,Borosil Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BORORENEW,BOROSIL RENEWABLES LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BOROSCI,Borosil Scientific Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BOSCHLTD,Bosch Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BPCL,Bharat Petroleum Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BPL,BPL Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BRIGADE,Brigade Enterprises Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BRIGHOTEL,Brigade Hotel Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BRITANNIA,Britannia Industries Limited,denylist_context,add_denylist_context,Requires runtime context words to tag: Industries; NSE; BSE; results; biscuit; cracker; Good Day; Marie; shares; ₹; Q1; Q2; Q3; Q4,N,N,Y
BRNL,Bharat Road Network Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BROOKS,Brooks Laboratories Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'brooks' triggers case-insensitive false matches in news,N,N,Y
BSE,BSE Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BSHSL,Bombay Super Hybrid Seeds Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BSL,BSL Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BSOFT,BIRLASOFT LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BTML,Bodhi Tree Multimedia Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BTTL,Bhilwara Technical Textiles Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BUILDPRO,Shankara Buildpro Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'butterfly' triggers case-insensitive false matches in news,N,N,Y
BVCL,Barak Valley Cements Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
BYKE,The Byke Hospitality Ltd,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CALSOFT,California Software Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CAMLINFINE,Camlin Fine Sciences Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CAMPUS,Campus Activewear Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'campus' triggers case-insensitive false matches in news,Y,N,Y
CAMS,Computer Age Management Services Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'cams' triggers case-insensitive false matches in news,N,N,Y
CANBK,Canara Bank,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CANFINHOME,Can Fin Homes Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CANHLIFE,Canara HSBC Life Insurance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CANTABIL,Cantabil Retail India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CAPACITE,Capacit'e Infraprojects Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CAPILLARY,Capillary Technologies India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CAPITALSFB,Capital Small Finance Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CAPLIPOINT,Caplin Point Laboratories Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CAPTRUST,Capital Trust Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CARBORUNIV,Carborundum Universal Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CARERATING,CARE Ratings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CARRARO,Carraro India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CARTRADE,Cartrade Tech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CARYSIL,CARYSIL LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CASTROLIND,Castrol India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CCAVENUE,AvenuesAI Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CCCL,Consolidated Construction Consortium Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CCHHL,Country Club Hospitality & Holidays Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CCL,CCL Products (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CDSL,Central Depository Services (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CEATLTD,CEAT Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CEIGALL,Ceigall India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CEINSYS,Ceinsys Tech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CELEBRITY,Celebrity Fashions Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'celebrity' triggers case-insensitive false matches in news,N,N,Y
CELLO,Cello World Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CEMPRO,Cemindia Projects Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CENTENKA,Century Enka Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CENTEXT,Century Extrusions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CENTRALBK,Central Bank of India,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CENTRUM,Centrum Capital Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CENTUM,Centum Electronics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CENTURYPLY,Century Plyboards (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CERA,Cera Sanitaryware Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CEREBRAINT,Cerebra Integrated Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CESC,CESC Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CEWATER,Concord Enviro Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CGCL,Capri Global Capital Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CGPOWER,CG Power and Industrial Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHALET,Chalet Hotels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHEMBOND,Chembond Material Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHEMBONDCH,Chembond Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHEMCON,Chemcon Speciality Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHEMFAB,Chemfab Alkalis Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHEMPLASTS,Chemplast Sanmar Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHENNPETRO,Chennai Petroleum Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHEVIOT,Cheviot Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHOICEIN,Choice International Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'choicein' triggers case-insensitive false matches in news,N,N,Y
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CIEINDIA,CIE Automotive India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CIFL,Capital India Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CINELINE,Cineline India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CINEVISTA,Cinevista Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CIPLA,Cipla Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CLCIND,CLC Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CLEAN,Clean Science and Technology Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'clean' triggers case-insensitive false matches in news,Y,N,Y
CLEANMAX,Clean Max Enviro Energy Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
CLEDUCATE,CL Educate Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
